,pred,target,vocab,attr
154,4,5,not,-0.7116749882698059
155,4,5,no,-0.6055647134780884
156,4,5,nonsense,0.7791786789894104
157,4,5,palace,0.8591674566268921
158,4,5,couple,0.5367206335067749
159,4,5,trop,0.9830475449562073
160,4,5,beach,-0.6108900904655457
161,4,5,closed,-0.614124596118927
162,4,5,refurb,0.6315824389457703
163,4,5,n't,-0.6367429494857788
164,4,5,course,0.629768431186676
165,4,5,friendly,0.522682785987854
166,4,5,emma,-0.6172964572906494
167,4,5,quick,0.6427223682403564
168,5,4,great,1.0
169,5,4,plenty,0.5105320811271667
170,5,4,smoky,-0.6701936721801758
171,5,4,ventilation,-0.6405895352363586
172,5,4,great,0.7528485655784607
173,5,4,amazing,1.0
174,5,4,old,-0.6478235721588135
175,5,4,sad,-0.8381780982017517
176,2,3,assignments,-0.5163065791130066
177,2,3,screwed,0.9170956611633301
178,2,3,specifically,0.6499514579772949
179,2,3,not,1.0
180,2,3,spec,-0.6564032435417175
181,2,3,not,1.0
182,5,5,amazing,1.0
183,5,5,hands,0.5827242136001587
184,5,5,best,0.7791549563407898
185,5,5,fantastic,0.8485330939292908
186,5,5,beyond,0.575158417224884
187,5,5,love,0.5313229560852051
188,5,5,trump,0.5991659760475159
189,5,5,loved,0.5539917945861816
190,5,5,trump,0.5991659760475159
191,5,5,superb..,1.0
192,5,5,everyone,0.7670055627822876
193,5,5,exquisite,0.549920380115509
194,5,5,love,0.5313229560852051
195,5,5,love,0.5313229560852051
196,5,5,trump,0.5991659760475159
197,5,5,fabulous,0.7186105847358704
198,5,5,beautiful,0.5889350175857544
199,5,5,stewart,0.636279821395874
200,5,5,extraordinary,0.7077065110206604
201,5,5,stewart,0.636279821395874
202,5,5,small,-0.6833556890487671
203,5,5,small,-0.6833556890487671
204,5,5,admit,-0.7575818300247192
205,5,5,rethink,-0.8344873785972595
206,5,5,small,-0.6833556890487671
207,5,5,stewart,0.636279821395874
208,5,5,love,0.6593263149261475
209,5,5,stewart,0.636279821395874
210,5,5,feathers,0.5789739489555359
211,5,5,stewart,0.636279821395874
212,5,5,exceptional,1.0
213,5,5,wonderful,0.8637570738792419
214,5,5,fantastic,0.7572183609008789
215,5,5,stewart,0.636279821395874
216,5,5,extraordinary,0.7077065110206604
217,5,5,sleeps,-0.6861546635627747
218,2,2,not,1.0
219,2,2,good,-0.8873804807662964
220,2,2,neither,0.9252780079841614
221,5,5,tastefully,0.5148279070854187
222,5,5,basic,-1.0
223,5,5,perfect,0.9522058963775635
224,5,5,cleaner,-0.7076060771942139
225,5,5,defo,0.5773927569389343
226,2,2,unimpressed,1.0
227,2,2,pennsylvania,0.670482337474823
228,2,2,great,-0.5552777051925659
229,2,2,dirty,0.8677727580070496
230,2,2,worse,0.5067099332809448
231,2,2,pennsylvania,0.670482337474823
232,2,2,nice,-0.5720787644386292
233,2,2,elsewhere,0.5337647199630737
234,5,5,excellent,0.7085370421409607
235,5,5,mohammed,1.0
236,5,5,beautiful,0.8154211044311523
237,5,5,fabulous,1.0
238,2,2,dud,0.5368347764015198
239,2,2,not,0.638589084148407
240,2,2,no,0.501059353351593
241,2,2,unpleasant,1.0
242,2,2,tiny,0.8099867105484009
243,2,2,mess,0.6327745914459229
244,2,2,not,0.638589084148407
245,2,2,great,-0.9680340886116028
246,2,2,great,-0.9680340886116028
247,2,2,korea,0.600895345211029
248,2,2,decent,-0.5623993873596191
249,5,5,anywhere,0.6316131949424744
250,5,5,excellent,1.0
251,5,5,exceptional,0.9779027700424194
252,5,5,incredible,0.831065833568573
253,5,5,classy,0.7269706130027771
254,5,5,awesome,0.8976050019264221
255,5,5,anywhere,0.6316131949424744
256,5,4,best,0.561556875705719
257,5,4,acm,0.6440482139587402
258,5,4,average,-1.0
259,5,5,fantastic,1.0
260,5,5,secrets,0.673270583152771
261,5,5,fantastic,1.0
262,5,5,great,0.6750020384788513
263,5,5,definitely,0.5633585453033447
264,4,3,stars,1.0
265,4,3,architectural,0.6131311058998108
266,4,3,rating,0.7045276165008545
267,5,5,great,0.6376338005065918
268,5,5,awesome,1.0
269,5,5,loved,0.8711951375007629
270,4,3,grandeur,0.5883098244667053
271,4,3,decent,0.8687568306922913
272,4,3,invited,-0.8081842064857483
273,4,3,little,0.505160927772522
274,4,3,pretty,0.7020302414894104
275,4,3,nice,0.9513329863548279
276,4,3,thin,0.8871320486068726
277,4,3,woman,0.5501117706298828
278,4,3,bit,0.7688481211662292
279,4,3,location,0.5078587532043457
280,4,3,staying,-0.507610559463501
281,4,3,wo,-1.0
282,4,3,anywhere,-0.6239596605300903
283,4,3,staying,-0.507610559463501
284,5,5,jimmy,0.6091406941413879
285,5,5,jimmy,0.6091406941413879
286,5,5,best,1.0
287,5,5,professionalism,0.843467116355896
288,3,2,lacks,0.6482200622558594
289,3,2,lacked,0.5483924746513367
290,3,2,ok,1.0
291,3,2,lacked,0.5483924746513367
292,3,2,flavor,-0.5308082103729248
293,3,2,recommend,-0.594440221786499
294,5,5,fabulous,0.7835900187492371
295,5,5,fabulous,0.7835900187492371
296,5,5,spotless,1.0
297,5,5,unreal,0.6462011337280273
298,5,5,fabulous,0.7835900187492371
299,5,5,tine,0.902978777885437
300,5,5,combination,0.8215915560722351
301,5,5,33rd,0.648526668548584
302,5,5,present,-0.5105801224708557
303,5,5,great,1.0
304,5,5,everybody,0.527799665927887
305,3,2,not,0.8936031460762024
306,3,2,ready,-0.5256475210189819
307,3,2,small,1.0
308,3,2,privilege,-0.5704367160797119
309,3,2,toilet,0.6007802486419678
310,3,2,not,0.8936031460762024
311,2,3,enjoyed,-1.0
312,2,3,liked,-0.7086273431777954
313,2,3,never,0.7421882152557373
314,2,3,good,-0.5212464332580566
315,2,3,prepay,-0.5466822385787964
316,2,3,jeans,0.6559772491455078
317,2,3,never,0.7421882152557373
318,2,3,filed,0.7638348937034607
319,2,3,investigation,0.9741944670677185
320,2,3,not,0.5815747976303101
321,2,3,nobody,0.6258279085159302
322,2,3,nice,-0.7643371820449829
323,2,3,jeans,0.6559772491455078
324,5,5,great,0.577666699886322
325,5,5,arlo,0.636653482913971
326,5,5,perfect,1.0
327,5,5,village.i,0.5013248920440674
328,4,4,good,1.0
329,4,4,everyone,-0.5806335210800171
330,4,4,compatible,-0.5701040029525757
331,4,4,older,0.8460294008255005
332,4,4,functional,0.5091940760612488
333,4,4,generic,-0.5728266835212708
334,5,4,great,0.6167178750038147
335,5,4,ok,-0.8357871770858765
336,5,4,great,0.6167178750038147
337,5,4,wonderful,1.0
338,5,5,excellent,1.0
339,5,5,amazed,0.6270251274108887
340,5,5,ultra,0.5451995730400085
341,5,5,excellent,1.0
342,5,5,old,-0.531208336353302
343,5,5,great,0.7584829926490784
344,5,5,fantastic,1.0
345,5,5,great,0.7584829926490784
346,5,5,location,-0.5040338039398193
347,4,4,great,-0.5598160028457642
348,4,4,location,0.7521424293518066
349,4,4,small,0.8053229451179504
350,4,4,great,-0.5598160028457642
351,4,4,small,0.8053229451179504
352,4,4,but,0.5501157641410828
353,4,4,though,0.7290104627609253
354,4,4,bit,0.7067750096321106
355,4,4,noisy,1.0
356,5,5,excellent,0.9170231819152832
357,5,5,loved,0.709010660648346
358,5,5,gem,1.0
359,5,5,excellent,0.9170231819152832
360,2,2,charged,0.8048005700111389
361,2,2,clear,0.6641013026237488
362,2,2,charged,0.8048005700111389
363,2,2,not,0.9917806386947632
364,2,2,not,0.9917806386947632
365,2,2,reputed,0.6056901812553406
366,2,2,not,0.9917806386947632
367,2,2,paid,0.6710957288742065
368,2,2,no,0.7930061221122742
369,2,2,support,0.672042965888977
370,2,2,management,1.0
371,2,2,disappointed,0.6950880289077759
372,3,3,frat,0.8735714554786682
373,3,3,forever,0.7481785416603088
374,3,3,ca,-0.5345445275306702
375,3,3,n't,0.5406176447868347
376,3,3,not,0.7808538675308228
377,3,3,recommend,-0.6279473304748535
378,3,3,older,1.0
379,4,3,good,1.0
380,4,3,comfortable,0.605779230594635
381,4,3,pictures,-0.9100574254989624
382,4,3,nice,0.96455979347229
383,2,2,downgraded,1.0
384,2,2,barely,0.5141782164573669
385,2,2,minimal,0.5052185654640198
386,4,4,good,0.5233244895935059
387,4,4,good,0.5233244895935059
388,4,4,oldies,0.6849210858345032
389,4,4,gaps,0.6487236618995667
390,4,4,substantial,0.6977358460426331
391,4,4,wonderful,-1.0
392,4,4,refurbished,0.6011138558387756
393,4,4,good-sized,0.9271174669265747
394,4,4,thank,-0.659073531627655
395,4,4,polk,-0.953077495098114
396,2,2,rude,0.7797951698303223
397,2,2,unfriendly,1.0
398,2,2,refund,0.5325398445129395
399,5,5,great,0.917678713798523
400,5,5,strongly,0.7837063074111938
401,5,5,quiet,0.6777064204216003
402,5,5,though,-0.5665009021759033
403,5,5,festivities,1.0
404,5,5,amazing,1.0
405,5,5,home,0.5709083676338196
406,5,5,best,0.7624804973602295
407,5,5,awesome,0.9908275008201599
408,5,5,great,0.5532494187355042
409,5,5,great,0.5532494187355042
410,5,5,thank,0.5610494613647461
411,5,5,awesome,0.9908275008201599
412,5,5,best,0.929792582988739
413,5,5,wanderers,0.65907222032547
414,5,5,beautiful,1.0
415,5,5,overall,-0.6014713048934937
416,5,5,great,0.7766616344451904
417,4,4,overall,1.0
418,4,4,animals,0.9066077470779419
419,4,4,stress,-0.5008344054222107
420,5,4,great,0.7836371064186096
421,5,4,beautiful,1.0
422,5,4,great,0.7836371064186096
423,5,4,location,-0.6142333745956421
424,5,4,smooth,0.5817859768867493
425,5,4,love,0.97031569480896
426,5,4,miracle,0.5157411694526672
427,5,5,best,0.7972593307495117
428,5,5,best,0.7972593307495117
429,5,5,awesome,1.0
430,5,5,great,0.5855847597122192
431,5,5,best,0.7972593307495117
432,5,5,11am,0.5597782135009766
433,5,5,nominal,0.613345742225647
434,4,5,good,0.9560168385505676
435,4,5,nice,1.0
436,4,5,good,0.9560168385505676
437,4,5,little,0.542648434638977
438,4,5,nothing,-0.5398773550987244
439,4,5,not,-0.5395414233207703
440,5,5,aug,0.8569413423538208
441,5,5,situated,-0.6315675973892212
442,5,5,pier,0.5705630779266357
443,5,5,seemed,-0.9704529643058777
444,5,5,clean,0.6047086119651794
445,5,5,modern,0.8396937251091003
446,5,5,accommodating,0.6777409911155701
447,5,5,definitely,1.0
448,5,5,fair,-0.7287462949752808
449,4,5,great,-0.6761412620544434
450,4,5,location,0.6112194657325745
451,4,5,worried,-0.6530382633209229
452,4,5,meant,0.5570952296257019
453,4,5,noisy,1.0
454,4,5,noisy,1.0
455,4,5,super,-0.5562251210212708
456,4,5,good,0.7311713695526123
457,4,5,seemed,0.6669997572898865
458,4,5,ok,0.7360034584999084
459,4,5,truly,-0.5547294020652771
460,4,5,slamming,0.6711610555648804
461,4,5,noisy,1.0
462,4,5,super,-0.5562251210212708
463,4,5,great,-0.6761412620544434
464,4,5,definitely,-0.5819984078407288
465,5,4,courteous,0.577218234539032
466,5,4,not,-0.6469164490699768
467,5,4,defiantly,0.711588978767395
468,5,4,not,-0.6469164490699768
469,5,4,otherwise,-1.0
470,4,5,disappointed,-0.5405575037002563
471,4,5,tarah,-0.7248270511627197
472,4,5,good,1.0
473,5,5,great,0.5152425765991211
474,5,5,perfect,1.0
475,5,5,bent,0.6077297925949097
476,5,5,loved,0.7739807367324829
477,4,4,older,0.8508861064910889
478,4,4,facelift,1.0
479,3,2,discontinued,0.6415663957595825
480,3,2,past,0.5382091999053955
481,3,2,however,0.8062057495117188
482,3,2,shocked,-0.8417895436286926
483,3,2,discontinued,0.6415663957595825
484,3,2,previous,0.6890639066696167
485,3,2,but,0.543116569519043
486,3,2,expected,0.6829779148101807
487,3,2,comfortable,0.825218141078949
488,3,2,location,0.606814444065094
489,3,2,however,0.8062057495117188
490,3,2,disappointing,-0.5984083414077759
491,3,2,reconsider,1.0
492,5,5,fabulous,0.8833249807357788
493,5,5,vdara,0.7401244044303894
494,5,5,slow,-0.9830731153488159
495,5,5,bent,0.6286061406135559
496,5,5,gorgeous,0.8017295598983765
497,5,5,beware,-0.7475534677505493
498,5,5,phenomenal,1.0
499,5,5,fabulous,0.8833249807357788
500,5,5,fantastic,0.8272368907928467
501,5,5,everyone,0.6950432062149048
502,5,5,spectacular,0.6639377474784851
503,5,5,brilliant,0.8522250652313232
504,5,5,ok.,-0.7664915323257446
505,5,5,fault,0.8868486285209656
506,5,5,fabulous,0.8833249807357788
507,5,4,excellent,1.0
508,5,4,excellent,1.0
509,5,4,highly,0.9306324124336243
510,5,5,excellent,1.0
511,5,5,great,0.547130286693573
512,5,5,anywhere,0.6349949836730957
513,5,5,awesome,0.8944841623306274
514,5,5,fantastic,0.7738105058670044
515,5,5,perfect,1.0
516,5,5,perfect,1.0
517,5,5,ca,0.7350028157234192
518,5,5,n't,-0.5155035853385925
519,5,5,always,0.7110819816589355
520,5,5,clean,0.636711061000824
521,5,5,motel,-0.6043455004692078
522,5,5,thank,0.8011974096298218
523,5,5,great,1.0
524,5,5,luxurious,0.5263187289237976
525,5,5,luxurious,0.5263187289237976
526,5,5,vdara,0.5536816120147705
527,5,5,vdara,0.5536816120147705
528,5,5,immaculate,1.0
529,5,5,outstanding,0.7472332119941711
530,4,5,good,1.0
531,4,5,location,0.8125881552696228
532,4,5,uphill,0.9091562628746033
533,4,5,old,0.7478826642036438
534,4,5,touches,-0.5722519159317017
535,4,5,small,0.9905193448066711
536,4,5,part,0.631415069103241
537,4,5,track,-0.6068788170814514
538,4,5,but,0.6058357954025269
539,2,2,not,0.8601248860359192
540,2,2,facilty,1.0
541,2,2,not,0.8601248860359192
542,2,2,no,0.6547833681106567
543,2,2,not,0.8601248860359192
544,2,2,recommend,0.5203171372413635
545,5,5,amazing,1.0
546,5,5,circa,-0.52130526304245
547,5,5,amazing,1.0
548,5,5,unfortunately,-0.7220052480697632
549,5,5,small,-0.6421696543693542
550,5,5,gestures,0.7165018320083618
551,5,5,continues,0.6193920373916626
552,4,4,moderately,0.7469711303710938
553,4,4,elegant,-0.8143619298934937
554,4,4,pretty,0.5583738088607788
555,4,4,pleasing,-0.6952120065689087
556,4,4,neither,0.7388219237327576
557,4,4,lacks,1.0
558,4,4,nice,0.789871096611023
559,4,4,location,0.5948694944381714
560,4,4,nice,0.789871096611023
561,4,4,cons,1.0
562,4,4,pros,0.9575749635696411
563,4,4,location,0.5948694944381714
564,2,2,dirty,0.8557572960853577
565,2,2,dirty,0.8557572960853577
566,2,2,poor,0.8996730446815491
567,2,2,unfriendly,1.0
568,2,2,elsewhere,0.5289855003356934
569,4,5,good,0.564732551574707
570,4,5,good,0.564732551574707
571,4,5,tablet,-0.5609601140022278
572,4,5,solid,1.0
573,2,3,modern,-0.6339114308357239
574,2,3,saturdays,1.0
575,2,3,tiny,0.874916136264801
576,2,3,clean,-0.7395128011703491
577,2,3,newish,-0.9256450533866882
578,2,3,stuck,0.6794366240501404
579,2,3,drunk,0.7468774318695068
580,2,3,not,0.7336243987083435
581,5,5,super,0.5455439686775208
582,5,5,good,-0.5284587740898132
583,5,5,best,1.0
584,5,5,home,0.6082426309585571
585,2,2,bad,0.724974513053894
586,2,2,uncomfortable,1.0
587,2,2,no,0.5672737956047058
588,3,3,fake,0.5008530616760254
589,3,3,tlc,1.0
590,5,5,fantastic,1.0
591,5,5,pounding,-0.6047024130821228
592,5,5,great,0.6874073147773743
593,5,5,location,-0.5010025501251221
594,5,5,definitely,0.5876210331916809
595,3,4,perfect,-1.0
596,3,4,amazing,-0.7983766198158264
597,3,4,wouldn,0.5735489130020142
598,3,4,thousands,0.5259968638420105
599,3,4,struggled,0.6405986547470093
600,3,4,probably,0.550568699836731
601,3,4,relaxing,-0.5139880180358887
602,5,5,great,0.5446547269821167
603,5,5,love,0.6813634634017944
604,5,5,perfect,1.0
605,5,5,great,0.5446547269821167
606,5,5,elegant,0.7782337665557861
607,5,5,great,0.5446547269821167
608,5,5,great,0.5446547269821167
609,2,3,broke,0.7281919121742249
610,2,3,refused,1.0
611,2,3,not,0.5028942227363586
612,2,3,crap,0.8173078298568726
613,2,3,average,-0.9672225117683411
614,2,2,poor,1.0
615,2,2,poor,1.0
616,2,2,poor,1.0
617,3,3,recommend,-0.5237053632736206
618,3,3,underwhelming,1.0
619,3,3,ok.,0.9217444062232971
620,3,3,needs,0.5525662899017334
621,4,4,highly,-1.0
622,4,4,good,0.5901691913604736
623,4,4,in-house,0.7952180504798889
624,4,4,forever,0.5052282214164734
625,5,5,loved,0.6513386964797974
626,5,5,wonderful,0.7801259160041809
627,5,5,wonderful,0.7801259160041809
628,5,5,soho-,0.596208393573761
629,5,5,heartbeat,1.0
630,4,4,hotels,-0.6908482313156128
631,4,4,china,0.5027004480361938
632,4,4,not,-1.0
633,4,4,cancelled,-0.981051504611969
634,4,4,some,0.5558965802192688
635,4,4,able,0.5210838913917542
636,4,4,reduce,0.9605152606964111
637,4,4,some,0.5558965802192688
638,4,4,expense,0.5380935668945312
639,4,4,improvement,0.714665412902832
640,2,2,great,-0.5594790577888489
641,2,2,mediocrity,0.6536263227462769
642,2,2,loved,-0.6399074792861938
643,2,2,excellent,-0.6780096292495728
644,2,2,horrible,1.0
645,2,2,lies,0.7664037942886353
646,2,2,wonderful,-0.5532541275024414
647,4,4,good,0.7598254084587097
648,4,4,thanksgiving,0.530018150806427
649,4,4,annoying,0.5367577075958252
650,4,4,overall,1.0
651,4,4,good,0.7598254084587097
652,4,4,nice,0.649213433265686
653,4,4,otherwise,0.6231056451797485
654,4,4,nice,0.649213433265686
655,4,4,liked,0.645232081413269
656,4,4,over-all,1.0
657,5,4,super,0.6728675961494446
658,5,4,quiet,0.6917291283607483
659,5,4,great,1.0
660,5,5,best,0.7984388470649719
661,5,5,wonderful,0.9558069109916687
662,5,5,DG/DGDGDGDG,0.5288361310958862
663,5,5,sooo,0.6432657837867737
664,5,5,awesome,1.0
665,5,5,laura,0.5000884532928467
666,5,5,asks,0.518491268157959
667,4,4,great,-0.5460259318351746
668,4,4,location,1.0
669,4,4,near,0.5787980556488037
670,4,4,convenient,0.7141079306602478
671,4,4,small,0.9658292531967163
672,4,4,but,0.8731763362884521
673,4,4,although,0.8867520093917847
674,4,4,would,0.6060707569122314
675,5,5,best,0.910481333732605
676,5,5,best,0.910481333732605
677,5,5,great,0.8337549567222595
678,5,5,unwanted,-1.0
679,5,5,gorgeous,0.8167358040809631
680,5,5,excellent,1.0
681,5,5,great,0.529874861240387
682,5,5,loved,0.763264536857605
683,5,5,great,0.529874861240387
684,5,5,wonderful,0.8819738626480103
685,5,5,perfect,1.0
686,4,5,amazing,-0.8558209538459778
687,4,5,best,-0.7170565724372864
688,4,5,however,0.800010621547699
689,4,5,unfortunately,1.0
690,4,5,good,0.557692289352417
691,4,5,love,-0.6825522184371948
692,4,5,best,-0.7170565724372864
693,5,5,perfect,1.0
694,5,5,established,-0.5596506595611572
695,5,5,however,-0.6643451452255249
696,5,5,amazing,0.8435086011886597
697,5,5,incredible,0.8318781852722168
698,5,5,awful,-1.0
699,5,5,ensured,0.5013431310653687
700,5,5,amazing,0.8435086011886597
701,5,5,incredible,0.8318781852722168
702,5,5,stunning,0.7544668316841125
703,5,5,spotlessly,0.712855875492096
704,5,5,incredible,0.8318781852722168
705,5,5,beautiful,0.5664100050926208
706,5,5,fault,0.7437078952789307
707,5,5,highly,0.9628608822822571
708,5,5,amazing,0.8435086011886597
709,5,5,perfect,0.8513627052307129
710,4,4,great,0.6593512892723083
711,4,4,generally,0.5385270118713379
712,4,4,entire,-0.6861579418182373
713,4,4,not,-0.5218185186386108
714,4,4,great,0.6593512892723083
715,4,4,not,-0.5218185186386108
716,4,4,stuck,-0.9250819087028503
717,4,4,scrambled,0.6261054873466492
718,4,4,oatmeal,0.7461791634559631
719,4,4,toilets,-0.5713496804237366
720,4,4,not,-0.5218185186386108
721,4,4,great,0.6593512892723083
722,4,4,poop,-1.0
723,5,5,perfect,1.0
724,5,5,great,0.6229500770568848
725,5,4,update,-1.0
726,5,4,exceptionally,0.7618145942687988
727,5,4,wonderful,0.8598012328147888
728,5,4,classy,0.7027139663696289
729,5,4,excellent,1.0
730,5,4,tired,-0.8140160441398621
731,5,4,liz,0.7865539193153381
732,5,4,liz,0.7865539193153381
733,2,2,below,0.6073936223983765
734,2,2,average,-0.6269630789756775
735,2,2,dilapidated,0.9681332111358643
736,2,2,rude,1.0
737,5,4,classy,0.6744089126586914
738,5,4,great,0.540065586566925
739,5,4,excellent,1.0
740,5,5,tarik,1.0
741,5,5,nicest,0.6085987091064453
742,5,5,perfect,0.8203163146972656
743,5,5,gem,1.0
744,5,5,beautiful,0.7608088850975037
745,5,5,mixture,-0.5371046662330627
746,5,5,gorgeously,0.73557448387146
747,5,5,crystal,0.5651233196258545
748,5,5,friendly,0.6279230117797852
749,5,5,friendly,0.6279230117797852
750,5,5,accommodating,1.0
751,5,5,clean,0.8272868394851685
752,5,5,almost,-0.7281707525253296
753,5,5,'d,-0.6642377972602844
754,3,3,ok,0.8785701990127563
755,3,3,spacious,-0.5173437595367432
756,3,3,dirty,0.9216997623443604
757,3,3,basic,0.7382134199142456
758,3,3,noisy,0.5295976400375366
759,3,3,quiet,-0.5416917204856873
760,3,3,misleading,1.0
761,3,3,lack,0.6122808456420898
762,3,3,stunning,-0.5930182337760925
763,3,3,lovely,-0.5046098232269287
764,3,3,ok,0.8785701990127563
765,3,3,disappointed,0.6375800371170044
766,3,3,unfortunately,0.6102122068405151
767,3,4,so-so,1.0
768,3,4,asthma,0.6621960401535034
769,3,4,awesome,-0.5860418081283569
770,3,4,lackluster,0.986146867275238
771,3,4,gorgeous,-0.5936874151229858
772,2,2,great,-0.5843470692634583
773,2,2,fantastic,-0.6099826097488403
774,2,2,below,0.5336501598358154
775,2,2,horrible,1.0
776,2,2,amazing,-0.569782555103302
777,2,2,bit,-0.5986478924751282
778,2,2,40/night,-0.5432891249656677
779,2,2,bit,-0.5986478924751282
780,5,5,pleasure,0.6241826415061951
781,5,5,best,0.6611149907112122
782,5,5,tired,-0.7948801517486572
783,5,5,uncomfortable,-1.0
784,4,4,nice,0.7395665645599365
785,4,4,location,0.6803086996078491
786,4,4,bit,0.7364022135734558
787,4,4,small,0.6210811138153076
788,4,4,but,0.5044635534286499
789,4,4,ac,0.5161563754081726
790,4,4,regulate,0.8080934882164001
791,4,4,small,0.6210811138153076
792,4,4,unfortunately,1.0
793,4,5,should,0.7457297444343567
794,4,5,although,0.5342463254928589
